Resolution,Eye_Setting,Light_Setting,Transform_ms,Binning_ms,Raster_ms,Total_ms
16,2_2_2,1_0_0,0.937312,0.372736,35.2908,36.6009
16,2_2_2,1_0_0,0.939584,0.402784,35.7518,37.0942
16,2_2_2,1_0_0,0.957664,0.420256,35.0852,36.4631
16,2_2_2,1_0_0,0.960576,0.430304,35.2472,36.6381
16,2_2_2,1_0_0,0.932352,0.405504,35.6923,37.0302
16,2_2_2,1_0_0,0.94768,0.385248,35.3983,36.7312
16,2_2_2,1_0_0,0.961088,0.41504,35.8239,37.2
16,2_2_2,1_0_0,0.959424,0.439296,35.755,37.1537
16,2_2_2,1_0_0,0.943104,0.387104,35.4636,36.7938
16,2_2_2,-1_0_0,0.948864,0.367584,35.238,36.5545
16,2_2_2,-1_0_0,0.929088,0.391168,34.7054,36.0257
16,2_2_2,-1_0_0,0.92688,0.364544,34.8791,36.1706
16,2_2_2,-1_0_0,0.920608,0.366176,35.1719,36.4587
16,2_2_2,-1_0_0,0.930784,0.36848,35.5241,36.8234
16,2_2_2,-1_0_0,0.92304,0.362464,34.9923,36.2778
16,2_2_2,-1_0_0,0.925312,0.409376,34.9895,36.3242
16,2_2_2,-1_0_0,0.934976,0.389152,35.383,36.7071
16,2_2_2,-1_0_0,0.95488,0.395232,35.1058,36.4559
16,2_2_2,-1_0_0,0.928448,0.370112,35.3934,36.692
16,2_2_2,0_1_0,0.946976,0.354656,35.1367,36.4383
16,2_2_2,0_1_0,0.92848,0.354304,35.9899,37.2727
16,2_2_2,0_1_0,0.930048,0.360416,35.1863,36.4768
16,2_2_2,0_1_0,0.935712,0.355872,34.8582,36.1498
16,2_2_2,0_1_0,0.919424,0.362624,35.6279,36.9099
16,2_2_2,0_1_0,0.915808,0.377184,35.2575,36.5505
16,2_2_2,0_1_0,0.922912,0.40352,35.4257,36.7521
16,2_2_2,0_1_0,0.928896,0.391392,35.8022,37.1225
16,2_2_2,0_1_0,0.926368,0.374144,35.7092,37.0098
16,2_2_2,0_1_0,0.92928,0.366592,34.9554,36.2513
32,0_1_3,0_1_1,3.27389,0.612384,127.824,131.711
32,0_1_3,0_1_1,3.39322,0.53568,91.3111,95.24
32,0_1_3,0_1_1,3.44685,0.50928,85.2493,89.2054
32,0_1_3,0_1_1,3.48173,0.499712,85.626,89.6074
32,0_1_3,0_1_1,3.47366,0.530784,85.4456,89.45
32,0_1_3,0_1_1,3.4873,0.544768,85.4815,89.5136
32,0_1_3,0_1_1,3.44851,0.491168,85.478,89.4177
32,0_1_3,0_1_1,3.44637,0.521856,85.096,89.0642
32,0_1_3,0_1_1,3.47933,0.521984,83.1744,87.1757
32,0_1_3,0_1_1,3.5273,0.484256,81.8498,85.8614
32,0_1_3,1_0_0,3.55523,0.51072,82.6267,86.6927
32,0_1_3,1_0_0,3.45885,0.499712,82.7801,86.7386
32,0_1_3,1_0_0,3.5073,0.509824,83.1371,87.1542
32,0_1_3,1_0_0,3.48243,0.506432,85.6507,89.6395
32,0_1_3,1_0_0,3.45994,0.522656,90.4189,94.4015
32,0_1_3,1_0_0,3.43162,0.505824,87.3497,91.2872
32,0_1_3,1_0_0,3.41558,0.518208,85.3861,89.3199
32,0_1_3,1_0_0,3.45046,0.511328,84.0571,88.0188
32,0_1_3,1_0_0,3.56102,0.526016,83.816,87.903
32,0_1_3,1_0_0,3.44867,0.500128,84.7793,88.7281
32,0_1_3,-1_0_0,3.46147,0.528448,85.0215,89.0114
32,0_1_3,-1_0_0,3.50899,0.516384,83.8356,87.861
32,0_1_3,-1_0_0,3.38432,0.548768,90.7403,94.6734
32,0_1_3,-1_0_0,3.43235,0.515552,88.849,92.7969
32,0_1_3,-1_0_0,3.42029,0.5024,85.4088,89.3315
32,0_1_3,-1_0_0,3.41741,0.515264,84.0474,87.9801
32,0_1_3,-1_0_0,3.49037,0.516096,84.362,88.3685
32,0_1_3,-1_0_0,3.47306,0.513568,84.3587,88.3453
32,0_1_3,-1_0_0,3.47267,0.509952,85.1178,89.1004
32,0_1_3,-1_0_0,3.43968,0.505568,84.6295,88.5747
32,0_1_3,0_1_0,3.45053,0.523232,89.6063,93.5801
32,0_1_3,0_1_0,3.41152,0.534528,86.457,90.4031
32,0_1_3,0_1_0,3.4319,0.496032,85.2003,89.1283
32,0_1_3,0_1_0,3.48342,0.511616,83.9555,87.9505
32,0_1_3,0_1_0,3.45949,0.509952,81.8841,85.8535
32,0_1_3,0_1_0,3.50528,0.529216,82.2889,86.3234
32,0_1_3,0_1_0,3.48118,0.501792,82.1271,86.1101
32,0_1_3,0_1_0,3.45187,0.489472,82.8063,86.7476
32,0_1_3,0_1_0,3.46906,0.557728,89.9043,93.9311
32,0_1_3,0_1_0,3.26966,0.527584,97.1162,100.913
32,-3_1_0,0_1_1,3.4272,0.501536,81.7394,85.6682
32,-3_1_0,0_1_1,3.42624,0.505408,81.7357,85.6674
32,-3_1_0,0_1_1,3.41802,0.516768,82.1027,86.0375
32,-3_1_0,0_1_1,3.42346,0.515456,82.7261,86.665
32,-3_1_0,0_1_1,3.44022,0.510336,82.0839,86.0344
32,-3_1_0,0_1_1,3.29888,0.538656,91.525,95.3625
32,-3_1_0,0_1_1,3.39853,0.512,86.1703,90.0808
32,-3_1_0,0_1_1,3.41699,0.515648,84.7742,88.7068
32,-3_1_0,0_1_1,3.41728,0.52992,85.0331,88.9803
32,-3_1_0,0_1_1,3.41322,0.551648,84.5986,88.5635
32,-3_1_0,1_0_0,3.42832,0.52768,83.9472,87.9032
32,-3_1_0,1_0_0,3.42429,0.510592,84.6026,88.5375
32,-3_1_0,1_0_0,3.29219,0.52016,90.6692,94.4816
32,-3_1_0,1_0_0,3.40922,0.507552,85.3711,89.2879
32,-3_1_0,1_0_0,3.3593,0.528704,85.8502,89.7382
32,-3_1_0,1_0_0,3.37709,0.509024,84.4068,88.2929
32,-3_1_0,1_0_0,3.44186,0.51456,83.978,87.9344
32,-3_1_0,1_0_0,3.43299,0.517536,83.8339,87.7844
32,-3_1_0,1_0_0,3.39046,0.521184,84.1493,88.0609
32,-3_1_0,1_0_0,3.43139,0.512256,84.1546,88.0983
32,-3_1_0,-1_0_0,3.27171,0.531872,91.8168,95.6203
32,-3_1_0,-1_0_0,3.38669,0.516576,85.4514,89.3547
32,-3_1_0,-1_0_0,3.40675,0.505792,85.2132,89.1257
32,-3_1_0,-1_0_0,3.38029,0.50928,85.1494,89.039
32,-3_1_0,-1_0_0,3.39789,0.51312,83.9254,87.8364
32,-3_1_0,-1_0_0,3.39261,0.528736,83.926,87.8474
32,-3_1_0,-1_0_0,3.38054,0.508,84.5445,88.4331
32,-3_1_0,-1_0_0,3.44486,0.508032,84.3014,88.2543
32,-3_1_0,-1_0_0,3.40163,0.520192,84.9278,88.8497
32,-3_1_0,-1_0_0,3.3895,0.508064,83.1394,87.037
32,-3_1_0,0_1_0,3.44182,0.514048,83.2283,87.1842
32,-3_1_0,0_1_0,3.32806,0.503872,82.63,86.4619
32,-3_1_0,0_1_0,3.47126,0.515136,83.2429,87.2293
32,-3_1_0,0_1_0,3.42595,0.507328,83.107,87.0403
32,-3_1_0,0_1_0,3.28608,0.52432,90.2948,94.1052
32,-3_1_0,0_1_0,3.37309,0.511872,84.778,88.6629
32,-3_1_0,0_1_0,3.37766,0.515776,85.6846,89.578
32,-3_1_0,0_1_0,3.40106,0.51312,86.0306,89.9448
32,-3_1_0,0_1_0,3.42141,0.507936,84.0997,88.0291
32,-3_1_0,0_1_0,3.43098,0.516064,83.7746,87.7216
32,3_1_0,0_1_1,3.38208,0.5096,81.0841,84.9757
32,3_1_0,0_1_1,3.39315,0.517248,81.2422,85.1526
32,3_1_0,0_1_1,3.41821,0.516704,80.9092,84.8441
32,3_1_0,0_1_1,3.26586,0.53504,89.9641,93.765
32,3_1_0,0_1_1,3.30499,0.511968,84.4086,88.2256
32,3_1_0,0_1_1,3.34717,0.514368,84.7636,88.6252
32,3_1_0,0_1_1,3.3256,0.515968,84.4343,88.2759
32,3_1_0,0_1_1,3.30198,0.503968,84.5314,88.3374
32,3_1_0,0_1_1,3.3281,0.512,84.3016,88.1417
32,3_1_0,0_1_1,3.24502,0.545408,93.9885,97.7789
32,3_1_0,1_0_0,3.25651,0.515936,85.3555,89.1279
32,3_1_0,1_0_0,3.30874,0.524288,86.2453,90.0783
32,3_1_0,1_0_0,3.3041,0.512,85.4487,89.2648
32,3_1_0,1_0_0,3.34336,0.557728,84.9733,88.8744
32,3_1_0,1_0_0,3.32637,0.518464,84.6427,88.4875
32,3_1_0,1_0_0,3.42413,0.591136,85.0289,89.0442
32,3_1_0,1_0_0,3.34787,0.52048,85.5694,89.4378
32,3_1_0,1_0_0,3.30144,0.555008,84.9924,88.8489
32,3_1_0,1_0_0,3.26691,0.54736,91.5776,95.3919
32,3_1_0,1_0_0,3.35318,0.531744,86.1564,90.0414
32,3_1_0,-1_0_0,3.29018,0.520224,85.0621,88.8725
32,3_1_0,-1_0_0,3.34026,0.519136,84.7404,88.5998
32,3_1_0,-1_0_0,3.33734,0.506464,84.5216,88.3654
32,3_1_0,-1_0_0,3.3224,0.511328,84.1242,87.9579
32,3_1_0,-1_0_0,3.27606,0.50864,84.5325,88.3173
32,3_1_0,-1_0_0,3.25766,0.522624,91.6185,95.3988
32,3_1_0,-1_0_0,3.35616,0.530944,84.6367,88.5238
32,3_1_0,-1_0_0,3.33997,0.518464,85.3639,89.2224
32,3_1_0,-1_0_0,3.37056,0.508256,83.0909,86.9697
32,3_1_0,-1_0_0,3.29821,0.5072,82.921,86.7264
32,3_1_0,0_1_0,3.33171,0.522368,82.7504,86.6045
32,3_1_0,0_1_0,3.34477,0.508,83.4219,87.2746
32,3_1_0,0_1_0,3.36128,0.500608,82.7477,86.6095
32,3_1_0,0_1_0,3.26653,0.533824,89.3468,93.1472
32,3_1_0,0_1_0,3.27709,0.514336,84.6395,88.4309
32,3_1_0,0_1_0,3.31632,0.502336,84.0484,87.8671
32,3_1_0,0_1_0,3.34058,0.50608,84.7994,88.646
32,3_1_0,0_1_0,3.29334,0.518208,84.1152,87.9268
32,3_1_0,0_1_0,3.32518,0.516128,84.2977,88.139
32,3_1_0,0_1_0,3.21414,0.544224,92.0488,95.8072
32,0_4_0,0_1_1,3.30637,0.519488,108.767,112.593
32,0_4_0,0_1_1,3.39018,0.499456,101.178,105.068
32,0_4_0,0_1_1,3.37597,0.50576,101.201,105.083
32,0_4_0,0_1_1,3.58259,0.472736,80.5336,84.589
32,0_4_0,0_1_1,3.56858,0.469024,80.0738,84.1114
32,0_4_0,0_1_1,3.57088,0.475168,79.9684,84.0145
32,0_4_0,0_1_1,3.55165,0.46496,79.9725,83.9891
32,0_4_0,0_1_1,3.58106,0.49568,80.029,84.1057
32,0_4_0,0_1_1,3.452,0.487328,89.0807,93.0201
32,0_4_0,0_1_1,3.52928,0.472352,83.4902,87.4918
32,0_4_0,1_0_0,3.55498,0.467776,84.0238,88.0466
32,0_4_0,1_0_0,3.63197,0.472768,83.4785,87.5832
32,0_4_0,1_0_0,3.53245,0.469376,83.8816,87.8834
32,0_4_0,1_0_0,3.55309,0.468992,83.6889,87.711
32,0_4_0,1_0_0,3.44189,0.49152,90.6183,94.5518
32,0_4_0,1_0_0,3.61123,0.518112,84.6771,88.8064
32,0_4_0,1_0_0,3.63693,0.513728,84.9513,89.1019
32,0_4_0,1_0_0,3.59162,0.53632,84.717,88.8449
32,0_4_0,1_0_0,3.57757,0.485632,84.4626,88.5258
32,0_4_0,1_0_0,3.53622,0.477216,87.7665,91.78
32,0_4_0,-1_0_0,3.44256,0.494752,89.9964,93.9337
32,0_4_0,-1_0_0,3.54029,0.47552,85.6238,89.6396
32,0_4_0,-1_0_0,3.57904,0.486368,83.6745,87.7399
32,0_4_0,-1_0_0,3.53443,0.485408,83.42,87.4398
32,0_4_0,-1_0_0,3.5505,0.467232,83.8142,87.8319
32,0_4_0,-1_0_0,3.53219,0.480288,83.4462,87.4587
32,0_4_0,-1_0_0,3.53299,0.47104,83.5967,87.6007
32,0_4_0,-1_0_0,3.46816,0.499744,91.4006,95.3685
32,0_4_0,-1_0_0,3.57661,0.485024,83.6926,87.7542
32,0_4_0,-1_0_0,3.57965,0.471712,83.5224,87.5737
32,0_4_0,0_1_0,3.55654,0.47712,83.9268,87.9605
32,0_4_0,0_1_0,3.56851,0.48352,83.7668,87.8189
32,0_4_0,0_1_0,3.55354,0.488192,83.4601,87.5018
32,0_4_0,0_1_0,3.52166,0.494048,91.5778,95.5935
32,0_4_0,0_1_0,3.54518,0.485312,83.5008,87.5313
32,0_4_0,0_1_0,3.56182,0.48544,83.3263,87.3735
32,0_4_0,0_1_0,3.52298,0.483392,83.7424,87.7488
32,0_4_0,0_1_0,3.5417,0.478176,83.6109,87.6308
32,0_4_0,0_1_0,3.53549,0.468992,83.8719,87.8764
32,0_4_0,0_1_0,3.5904,0.489216,88.2315,92.3111
32,2_2_2,0_1_1,3.47882,0.48176,80.7573,84.7179
32,2_2_2,0_1_1,3.41635,0.499456,89.429,93.3448
32,2_2_2,0_1_1,3.48525,0.508736,83.3239,87.3179
32,2_2_2,0_1_1,3.49075,0.4864,82.9401,86.9173
32,2_2_2,0_1_1,3.5208,0.4936,84.4036,88.418
32,2_2_2,0_1_1,3.4439,0.485024,84.5698,88.4987
32,2_2_2,0_1_1,3.53814,0.495936,85.1617,89.1958
32,2_2_2,0_1_1,3.49322,0.570464,91.3756,95.4393
32,2_2_2,0_1_1,3.39008,0.548352,97.9044,101.843
32,2_2_2,0_1_1,3.3024,0.5696,104.467,108.339
32,2_2_2,1_0_0,3.22067,0.554112,111.378,115.153
32,2_2_2,1_0_0,3.4216,0.498272,91.169,95.0889
32,2_2_2,1_0_0,3.49632,0.560832,85.9221,89.9793
32,2_2_2,1_0_0,3.50006,0.482848,82.8566,86.8395
32,2_2_2,1_0_0,3.52266,0.480224,82.3282,86.331
32,2_2_2,1_0_0,3.49635,0.490496,83.0705,87.0574
32,2_2_2,1_0_0,3.50112,0.4896,82.8965,86.8873
32,2_2_2,1_0_0,3.52048,0.481024,82.551,86.5525
32,2_2_2,1_0_0,3.45978,0.49568,87.8149,91.7704
32,2_2_2,1_0_0,3.40758,0.507328,91.7408,95.6557
32,2_2_2,-1_0_0,3.36774,0.535456,97.8617,101.765
32,2_2_2,-1_0_0,3.51235,0.539296,86.0942,90.1459
32,2_2_2,-1_0_0,3.52093,0.499552,84.2461,88.2666
32,2_2_2,-1_0_0,3.51674,0.512096,84.3856,88.4145
32,2_2_2,-1_0_0,3.55411,0.513312,84.7034,88.7708
32,2_2_2,-1_0_0,3.52614,0.526336,84.2521,88.3046
32,2_2_2,-1_0_0,3.49021,0.53904,90.4613,94.4905
32,2_2_2,-1_0_0,3.51952,0.516608,85.3291,89.3652
32,2_2_2,-1_0_0,3.50858,0.518528,85.0794,89.1065
32,2_2_2,-1_0_0,3.51798,0.51168,85.2176,89.2473
32,2_2_2,0_1_0,3.51952,0.508416,84.9187,88.9466
32,2_2_2,0_1_0,3.56582,0.520192,103.69,107.776
32,2_2_2,0_1_0,3.31142,0.514368,97.1469,100.973
32,2_2_2,0_1_0,3.31098,0.515968,96.9346,100.762
32,2_2_2,0_1_0,3.32557,0.531616,96.3711,100.228
32,2_2_2,0_1_0,3.45248,0.494592,84.3474,88.2944
32,2_2_2,0_1_0,3.47408,0.499584,85.2241,89.1978
32,2_2_2,0_1_0,3.4041,0.481216,84.6739,88.5592
32,2_2_2,0_1_0,3.45878,0.491552,85.3591,89.3095
32,2_2_2,0_1_0,3.46304,0.483296,82.0281,85.9745
64,0_1_3,0_1_1,11.9099,1.54214,383.396,396.848
64,0_1_3,0_1_1,14.5312,1.16122,216.776,232.468
64,0_1_3,0_1_1,14.4869,1.18752,216.757,232.431
64,0_1_3,0_1_1,14.5168,1.16899,216.65,232.336
64,0_1_3,0_1_1,14.5445,1.16477,216.589,232.298
64,0_1_3,0_1_1,14.3569,1.18438,216.671,232.212
64,0_1_3,0_1_1,14.6185,1.17712,216.759,232.555
