Resolution,Eye_Setting,Light_Setting,Transform_ms,Binning_ms,Raster_ms,Total_ms
16,0_1_3,0_1_0,0.913056,0.260992,23.7002,24.8743
16,0_1_3,0_1_0,0.912064,0.260288,23.4614,24.6338
16,0_1_3,0_1_0,0.92576,0.260128,23.4437,24.6296
16,0_1_3,0_1_0,0.913472,0.260128,23.6325,24.8061
16,0_1_3,0_1_0,0.909184,0.261696,23.9899,25.1608
16,0_1_3,0_1_0,0.921376,0.262592,23.7779,24.9619
16,0_1_3,0_1_0,0.912128,0.263232,23.8553,25.0307
16,0_1_3,0_1_0,0.920704,0.26624,23.5196,24.7066
16,0_1_3,0_1_0,0.921792,0.261504,23.8898,25.0731
16,0_1_3,0_1_0,0.910272,0.260192,23.5144,24.6848
16,-3_1_0,0_1_1,0.930208,0.267328,22.6319,23.8294
16,-3_1_0,0_1_1,0.929568,0.258048,22.5527,23.7404
16,-3_1_0,0_1_1,0.931008,0.269888,22.8494,24.0503
16,-3_1_0,0_1_1,0.929856,0.264096,22.663,23.857
16,-3_1_0,0_1_1,0.941632,0.256032,22.618,23.8157
16,-3_1_0,0_1_1,0.931008,0.25712,22.7761,23.9643
16,-3_1_0,0_1_1,0.941344,0.261376,23.0288,24.2315
16,-3_1_0,0_1_1,0.928288,0.265984,22.9417,24.1359
16,-3_1_0,0_1_1,0.937312,0.261664,22.4986,23.6975
16,-3_1_0,0_1_1,0.930496,0.266016,23.0351,24.2316
16,-3_1_0,1_0_0,0.936128,0.260096,22.7752,23.9714
16,-3_1_0,1_0_0,0.955168,0.267136,22.7271,23.9494
16,-3_1_0,1_0_0,0.923136,0.256096,22.9621,24.1413
16,-3_1_0,1_0_0,0.926112,0.272768,22.7773,23.9762
16,-3_1_0,1_0_0,0.934272,0.26416,22.4882,23.6866
16,-3_1_0,1_0_0,0.940288,0.252576,22.762,23.9549
16,-3_1_0,1_0_0,0.93296,0.256,22.6871,23.876
16,-3_1_0,1_0_0,0.928096,0.25744,22.595,23.7805
16,-3_1_0,1_0_0,0.93344,0.258048,22.6863,23.8778
16,-3_1_0,1_0_0,0.92352,0.254976,22.7137,23.8922
16,-3_1_0,-1_0_0,0.93216,0.261984,23.2618,24.4559
16,-3_1_0,-1_0_0,0.960128,0.260096,22.8374,24.0576
16,-3_1_0,-1_0_0,0.927136,0.259968,22.6557,23.8428
16,-3_1_0,-1_0_0,0.93456,0.260704,22.8746,24.0699
16,-3_1_0,-1_0_0,0.933376,0.258048,22.8388,24.0302
16,-3_1_0,-1_0_0,0.932704,0.26064,22.7231,23.9164
16,-3_1_0,-1_0_0,0.936064,0.260128,22.7321,23.9283
16,-3_1_0,-1_0_0,0.951616,0.254144,22.497,23.7028
16,-3_1_0,-1_0_0,1.32586,0.30624,22.8101,24.4422
16,-3_1_0,-1_0_0,0.925984,0.256032,22.6787,23.8607
16,-3_1_0,0_1_0,0.933504,0.260064,22.8548,24.0483
16,-3_1_0,0_1_0,0.9288,0.252032,22.5544,23.7353
16,-3_1_0,0_1_0,0.932704,0.254304,22.6368,23.8238
16,-3_1_0,0_1_0,0.939008,0.25568,23.0425,24.2372
16,-3_1_0,0_1_0,0.9392,0.261696,22.5045,23.7054
16,-3_1_0,0_1_0,0.938688,0.255232,22.653,23.8469
16,-3_1_0,0_1_0,0.934112,0.255776,22.5329,23.7228
16,-3_1_0,0_1_0,0.934112,0.257792,22.6314,23.8233
16,-3_1_0,0_1_0,0.928224,0.257856,22.5227,23.7088
16,-3_1_0,0_1_0,0.92464,0.258048,22.7476,23.9303
16,3_1_0,0_1_1,0.946912,0.273152,21.8583,23.0784
16,3_1_0,0_1_1,0.922656,0.277696,21.7292,22.9295
16,3_1_0,0_1_1,0.93952,0.276352,21.8519,23.0678
16,3_1_0,0_1_1,0.924032,0.275296,21.7838,22.9831
16,3_1_0,0_1_1,0.931776,0.277472,21.7706,22.9799
16,3_1_0,0_1_1,0.931264,0.276864,22.3847,23.5928
16,3_1_0,0_1_1,0.9432,0.278528,21.8925,23.1142
16,3_1_0,0_1_1,0.929728,0.2744,22.066,23.2701
16,3_1_0,0_1_1,0.933856,0.276416,21.7937,23.004
16,3_1_0,0_1_1,0.942688,0.277728,21.6692,22.8896
16,3_1_0,1_0_0,0.933536,0.276512,21.8361,23.0461
16,3_1_0,1_0_0,0.932,0.276128,21.7333,22.9414
16,3_1_0,1_0_0,0.944096,0.285568,21.8459,23.0756
16,3_1_0,1_0_0,0.928064,0.284768,21.8706,23.0835
16,3_1_0,1_0_0,0.92512,0.279264,21.8215,23.0259
16,3_1_0,1_0_0,0.933536,0.284512,21.8688,23.0868
16,3_1_0,1_0_0,0.93104,0.282592,21.7348,22.9484
16,3_1_0,1_0_0,0.946112,0.292224,22.0467,23.285
16,3_1_0,1_0_0,0.942944,0.277312,21.9005,23.1208
16,3_1_0,1_0_0,0.932416,0.27488,22.1486,23.3559
16,3_1_0,-1_0_0,1.31357,0.299008,22.0379,23.6504
16,3_1_0,-1_0_0,0.945728,0.282144,21.9787,23.2066
16,3_1_0,-1_0_0,0.939552,0.279936,22.1118,23.3313
16,3_1_0,-1_0_0,0.941984,0.277344,21.8791,23.0984
16,3_1_0,-1_0_0,0.937568,0.278112,21.8789,23.0946
16,3_1_0,-1_0_0,0.922336,0.278336,21.7573,22.958
16,3_1_0,-1_0_0,0.930592,0.273536,21.8871,23.0912
16,3_1_0,-1_0_0,0.942368,0.297088,21.7568,22.9963
16,3_1_0,-1_0_0,0.929984,0.278336,21.8173,23.0256
16,3_1_0,-1_0_0,0.929344,0.274816,21.8989,23.1031
16,3_1_0,0_1_0,0.927456,0.276128,21.685,22.8886
16,3_1_0,0_1_0,0.929888,0.280768,21.5603,22.7709
16,3_1_0,0_1_0,0.940032,0.27648,21.9863,23.2028
16,3_1_0,0_1_0,0.927904,0.278816,21.9736,23.1803
16,3_1_0,0_1_0,0.938176,0.293568,21.7912,23.0229
16,3_1_0,0_1_0,0.935968,0.27856,21.6887,22.9033
16,3_1_0,0_1_0,0.93456,0.280512,21.7968,23.0119
16,3_1_0,0_1_0,0.934656,0.27856,21.837,23.0502
16,3_1_0,0_1_0,0.941472,0.274112,21.9079,23.1235
16,3_1_0,0_1_0,0.948608,0.275584,21.8134,23.0376
16,0_4_0,0_1_1,0.936352,0.318784,32.224,33.4792
16,0_4_0,0_1_1,0.933728,0.310912,32.3382,33.5829
16,0_4_0,0_1_1,0.931264,0.307232,32.2584,33.4969
16,0_4_0,0_1_1,0.934048,0.321536,32.279,33.5346
16,0_4_0,0_1_1,0.926752,0.313312,32.0946,33.3347
16,0_4_0,0_1_1,0.931936,0.308864,32.1237,33.3645
16,0_4_0,0_1_1,0.928384,0.311712,32.0473,33.2874
16,0_4_0,0_1_1,0.923008,0.313888,31.9984,33.2353
16,0_4_0,0_1_1,0.939392,0.311328,32.0604,33.3111
16,0_4_0,0_1_1,0.944,0.319968,32.3743,33.6383
16,0_4_0,1_0_0,0.933312,0.322464,32.2113,33.467
16,0_4_0,1_0_0,0.973856,0.325088,32.1199,33.4188
16,0_4_0,1_0_0,0.928832,0.30928,32.0035,33.2416
16,0_4_0,1_0_0,0.941568,0.316992,32.0198,33.2783
16,0_4_0,1_0_0,0.9416,0.320416,32.344,33.606
16,0_4_0,1_0_0,0.939584,0.317408,31.9736,33.2306
16,0_4_0,1_0_0,0.939328,0.317472,32.2859,33.5427
16,0_4_0,1_0_0,0.9408,0.319104,32.0214,33.2813
16,0_4_0,1_0_0,1.34934,0.354272,32.3694,34.073
16,0_4_0,1_0_0,0.934816,0.310912,32.136,33.3818
16,0_4_0,-1_0_0,0.92928,0.312736,32.0319,33.274
16,0_4_0,-1_0_0,0.931456,0.313248,32.2283,33.473
16,0_4_0,-1_0_0,0.932768,0.314432,32.3007,33.5479
16,0_4_0,-1_0_0,0.928064,0.310336,32.0613,33.2997
16,0_4_0,-1_0_0,0.93552,0.31744,32.1172,33.3701
16,0_4_0,-1_0_0,0.93536,0.313312,32.0919,33.3406
16,0_4_0,-1_0_0,0.928768,0.313344,32.0627,33.3048
16,0_4_0,-1_0_0,0.94192,0.315904,32.1103,33.3682
16,0_4_0,-1_0_0,0.946752,0.319872,32.1562,33.4228
16,0_4_0,-1_0_0,0.930944,0.323584,32.1174,33.3719
16,0_4_0,0_1_0,0.931872,0.310784,32.4502,33.6928
16,0_4_0,0_1_0,0.931136,0.308352,32.0999,33.3394
16,0_4_0,0_1_0,0.938048,0.311296,32.1933,33.4427
16,0_4_0,0_1_0,0.939424,0.311808,32.3134,33.5646
16,0_4_0,0_1_0,0.93824,0.313248,32.451,33.7025
16,0_4_0,0_1_0,0.938944,0.313696,32.0473,33.2999
16,0_4_0,0_1_0,0.938432,0.318816,32.0743,33.3315
16,0_4_0,0_1_0,0.944864,0.311584,32.1493,33.4057
16,0_4_0,0_1_0,0.938528,0.319648,32.1428,33.401
16,0_4_0,0_1_0,0.941952,0.31744,32.2429,33.5023
16,2_2_2,0_1_1,0.92112,0.3072,26.3662,27.5945
16,2_2_2,0_1_1,0.923904,0.293312,26.3436,27.5608
16,2_2_2,0_1_1,0.924064,0.292864,26.5097,27.7266
16,2_2_2,0_1_1,0.91968,0.302144,26.6778,27.8996
16,2_2_2,0_1_1,0.914848,0.294816,26.3618,27.5715
16,2_2_2,0_1_1,0.917792,0.288736,26.351,27.5575
16,2_2_2,0_1_1,0.91296,0.30928,26.2654,27.4877
16,2_2_2,0_1_1,0.911264,0.293216,26.373,27.5774
16,2_2_2,0_1_1,0.911968,0.296384,26.1822,27.3905
16,2_2_2,0_1_1,0.915584,0.292928,26.3673,27.5758
16,2_2_2,1_0_0,0.908736,0.288768,26.2527,27.4502
16,2_2_2,1_0_0,0.914432,0.286784,26.4141,27.6153
16,2_2_2,1_0_0,0.907392,0.298016,26.2141,27.4195
16,2_2_2,1_0_0,0.922752,0.292832,26.4374,27.653
16,2_2_2,1_0_0,0.926144,0.290752,26.3164,27.5333
16,2_2_2,1_0_0,0.916352,0.297248,26.5559,27.7695
16,2_2_2,1_0_0,0.923744,0.294848,26.2748,27.4934
16,2_2_2,1_0_0,0.922112,0.294944,26.2751,27.4922
16,2_2_2,1_0_0,0.917536,0.300672,26.214,27.4322
16,2_2_2,1_0_0,0.917312,0.294912,26.2742,27.4864
16,2_2_2,-1_0_0,0.913664,0.292896,26.2676,27.4741
16,2_2_2,-1_0_0,0.91952,0.295136,26.3241,27.5387
16,2_2_2,-1_0_0,0.913568,0.296864,26.3281,27.5385
16,2_2_2,-1_0_0,0.906368,0.28928,26.2427,27.4383
16,2_2_2,-1_0_0,0.912384,0.291392,26.1727,27.3764
16,2_2_2,-1_0_0,0.90576,0.292928,26.2022,27.4009
16,2_2_2,-1_0_0,0.940672,0.302816,26.3515,27.5949
16,2_2_2,-1_0_0,1.29366,0.325824,26.5942,28.2137
16,2_2_2,-1_0_0,0.91264,0.293536,26.0808,27.287
16,2_2_2,-1_0_0,0.917952,0.292832,26.0688,27.2796
16,2_2_2,0_1_0,0.90912,0.292832,26.4615,27.6634
16,2_2_2,0_1_0,0.914176,0.28704,26.3818,27.583
16,2_2_2,0_1_0,0.941536,0.302144,26.3233,27.567
16,2_2_2,0_1_0,0.917536,0.305152,26.0284,27.2511
16,2_2_2,0_1_0,0.922208,0.302688,26.2285,27.4534
16,2_2_2,0_1_0,0.917792,0.30144,26.1978,27.417
16,2_2_2,0_1_0,0.909792,0.293056,26.3544,27.5573
16,2_2_2,0_1_0,0.924288,0.306144,26.1993,27.4297
16,2_2_2,0_1_0,0.932576,0.294688,26.4028,27.6301
16,2_2_2,0_1_0,0.912832,0.293088,26.2137,27.4196
32,0_1_3,0_1_1,3.21366,0.872768,92.6684,96.7549
32,0_1_3,0_1_1,3.20067,0.826912,85.1024,89.13
32,0_1_3,0_1_1,3.20528,0.837568,85.4235,89.4663
32,0_1_3,0_1_1,3.22269,0.843392,85.2153,89.2814
32,0_1_3,0_1_1,3.2185,0.854304,84.8958,88.9686
32,0_1_3,0_1_1,3.28032,0.84304,84.3958,88.5192
32,0_1_3,0_1_1,3.22698,0.854016,85.1557,89.2367
32,0_1_3,0_1_1,3.23072,0.81088,82.8105,86.8521
32,0_1_3,0_1_1,3.19568,0.837568,82.8374,86.8706
32,0_1_3,0_1_1,3.22083,0.821344,83.2228,87.265
32,0_1_3,1_0_0,3.24374,0.792608,81.5783,85.6147
32,0_1_3,1_0_0,3.21213,0.825216,82.6557,86.6931
32,0_1_3,1_0_0,3.54278,0.91088,88.9967,93.4504
32,0_1_3,1_0_0,3.21894,0.85456,85.3593,89.4328
32,0_1_3,1_0_0,3.22874,0.823296,85.0516,89.1036
32,0_1_3,1_0_0,3.2336,0.808672,83.9928,88.035
32,0_1_3,1_0_0,3.22,0.839648,84.9364,88.9961
32,0_1_3,1_0_0,3.23226,0.825728,83.6341,87.6921
32,0_1_3,1_0_0,3.22378,0.8312,83.6372,87.6922
32,0_1_3,1_0_0,3.22765,0.884768,84.6458,88.7582
32,0_1_3,-1_0_0,3.17485,0.88144,92.1994,96.2557
32,0_1_3,-1_0_0,3.22842,0.80016,84.0452,88.0738
32,0_1_3,-1_0_0,3.24454,0.829664,84.7988,88.873
32,0_1_3,-1_0_0,3.19974,0.823808,83.0054,87.0289
32,0_1_3,-1_0_0,3.18454,0.831264,84.31,88.3258
32,0_1_3,-1_0_0,3.22822,0.819328,84.1013,88.1489
32,0_1_3,-1_0_0,3.16371,0.849536,91.9258,95.939
32,0_1_3,-1_0_0,3.24038,0.82576,85.3664,89.4326
32,0_1_3,-1_0_0,3.2104,0.833472,84.6158,88.6596
32,0_1_3,-1_0_0,3.2103,0.853408,85.5555,89.6192
32,0_1_3,0_1_0,3.23805,0.82416,84.4398,88.502
32,0_1_3,0_1_0,3.19322,0.845824,84.2179,88.2569
32,0_1_3,0_1_0,3.1977,0.827744,83.6316,87.657
32,0_1_3,0_1_0,3.21542,0.83152,84.1345,88.1814
32,0_1_3,0_1_0,3.22397,0.8192,84.3891,88.4323
32,0_1_3,0_1_0,3.51446,0.872608,89.7262,94.1132
32,0_1_3,0_1_0,3.22931,0.80544,85.8284,89.8632
32,0_1_3,0_1_0,3.22019,0.886816,84.6424,88.7494
32,0_1_3,0_1_0,3.2167,0.84832,85.5429,89.608
32,0_1_3,0_1_0,3.22442,0.808928,84.7113,88.7446
32,-3_1_0,0_1_1,3.24547,0.820608,78.912,82.9781
32,-3_1_0,0_1_1,3.21904,0.808928,78.0823,82.1102
32,-3_1_0,0_1_1,3.17811,0.796448,78.6169,82.5915
32,-3_1_0,0_1_1,3.20669,0.813664,79.3036,83.324
32,-3_1_0,0_1_1,3.19869,0.83968,85.6931,89.7315
32,-3_1_0,0_1_1,3.15846,0.840768,86.1576,90.1568
32,-3_1_0,0_1_1,3.16586,0.83536,86.9194,90.9206
32,-3_1_0,0_1_1,3.18723,0.901152,85.0971,89.1855
32,-3_1_0,0_1_1,3.21859,0.856352,85.3735,89.4484
32,-3_1_0,0_1_1,3.17843,0.873856,84.6914,88.7437
32,-3_1_0,1_0_0,3.20723,0.845408,83.6495,87.7021
32,-3_1_0,1_0_0,3.2095,0.825376,84.3435,88.3783
32,-3_1_0,1_0_0,3.2095,0.880608,88.7426,92.8327
32,-3_1_0,1_0_0,3.33542,0.916608,83.6563,87.9083
32,-3_1_0,1_0_0,3.23709,0.821152,83.5379,87.5962
32,-3_1_0,1_0_0,3.22086,0.84256,83.9309,87.9943
32,-3_1_0,1_0_0,3.29699,0.896,84.2349,88.4279
32,-3_1_0,1_0_0,3.22323,0.891712,84.0463,88.1613
32,-3_1_0,1_0_0,3.21456,0.82976,86.9284,90.9727
32,-3_1_0,1_0_0,3.20538,0.874848,87.3017,91.3819
32,-3_1_0,-1_0_0,3.21264,0.8624,88.0015,92.0765
32,-3_1_0,-1_0_0,3.20074,0.819552,83.3471,87.3674
32,-3_1_0,-1_0_0,3.17091,0.843776,84.1323,88.1469
32,-3_1_0,-1_0_0,3.51482,0.884544,83.0696,87.469
32,-3_1_0,-1_0_0,3.19731,0.835968,83.6823,87.7156
32,-3_1_0,-1_0_0,3.21069,0.845792,83.3119,87.3684
32,-3_1_0,-1_0_0,3.17235,0.857408,87.9038,91.9336
32,-3_1_0,-1_0_0,3.18899,0.849952,83.075,87.114
32,-3_1_0,-1_0_0,3.22762,0.886624,83.5177,87.6319
32,-3_1_0,-1_0_0,3.21779,0.833536,83.1683,87.2196
32,-3_1_0,0_1_0,3.17226,0.849472,83.3858,87.4076
32,-3_1_0,0_1_0,3.1896,0.825344,82.2668,86.2818
32,-3_1_0,0_1_0,3.17776,0.8704,86.4,90.4482
32,-3_1_0,0_1_0,3.19776,0.843328,84.6741,88.7152
32,-3_1_0,0_1_0,3.20483,0.84784,85.0113,89.064
32,-3_1_0,0_1_0,3.19126,0.837664,83.7646,87.7935
32,-3_1_0,0_1_0,3.19194,0.83152,82.8555,86.8789
32,-3_1_0,0_1_0,3.20666,0.82128,83.6121,87.6401
32,-3_1_0,0_1_0,3.22256,0.836064,83.6914,87.75
32,-3_1_0,0_1_0,3.18304,0.858144,83.7148,87.756
32,3_1_0,0_1_1,3.21872,0.85936,81.5191,85.5972
32,3_1_0,0_1_1,3.17978,0.855264,80.4912,84.5262
32,3_1_0,0_1_1,3.17725,0.849664,81.8786,85.9055
32,3_1_0,0_1_1,3.17939,0.849376,81.5928,85.6216
32,3_1_0,0_1_1,3.20915,0.85616,82.1141,86.1795
32,3_1_0,0_1_1,3.21357,0.848832,81.5108,85.5732
32,3_1_0,0_1_1,3.16758,0.859776,81.2575,85.2849
32,3_1_0,0_1_1,3.16742,0.847904,81.4117,85.4271
32,3_1_0,0_1_1,3.18109,0.842464,81.4301,85.4537
32,3_1_0,0_1_1,3.17053,0.859168,81.3773,85.407
32,3_1_0,1_0_0,3.17005,0.870144,81.3655,85.4057
32,3_1_0,1_0_0,3.17872,0.88768,81.0471,85.1135
32,3_1_0,1_0_0,3.19027,0.862176,81.119,85.1714
32,3_1_0,1_0_0,3.20339,0.888832,81.2398,85.3321
32,3_1_0,1_0_0,3.22029,0.856032,81.3727,85.4491
32,3_1_0,1_0_0,3.16192,0.870432,81.5995,85.6319
32,3_1_0,1_0_0,3.16467,0.8592,81.5939,85.6177
32,3_1_0,1_0_0,3.188,0.854176,81.2076,85.2497
32,3_1_0,1_0_0,3.19437,0.884864,80.2348,84.314
32,3_1_0,1_0_0,3.19773,0.862176,81.6131,85.673
32,3_1_0,-1_0_0,3.19386,0.84272,81.2401,85.2767
32,3_1_0,-1_0_0,3.19456,0.84528,80.7085,84.7483
32,3_1_0,-1_0_0,3.49763,0.87728,81.1816,85.5565
32,3_1_0,-1_0_0,3.17206,0.870848,81.6653,85.7083
32,3_1_0,-1_0_0,3.18288,0.837632,81.1229,85.1435
32,3_1_0,-1_0_0,3.18227,0.87856,80.6492,84.71
32,3_1_0,-1_0_0,3.20042,0.880192,80.7924,84.8731
32,3_1_0,-1_0_0,3.20691,0.846208,80.9654,85.0185
32,3_1_0,-1_0_0,3.1687,0.892928,80.541,84.6027
32,3_1_0,-1_0_0,3.19158,0.86832,80.7521,84.812
32,3_1_0,0_1_0,3.188,0.841696,80.4951,84.5248
32,3_1_0,0_1_0,3.18339,0.851232,80.5946,84.6292
32,3_1_0,0_1_0,3.21498,0.85184,81.17,85.2368
32,3_1_0,0_1_0,3.17763,0.86416,81.9251,85.9669
32,3_1_0,0_1_0,3.18854,0.851296,80.8088,84.8486
32,3_1_0,0_1_0,3.16938,0.892928,80.6703,84.7326
32,3_1_0,0_1_0,3.16042,0.84752,81.4772,85.4852
32,3_1_0,0_1_0,3.22304,0.858112,80.9802,85.0613
32,3_1_0,0_1_0,3.19094,0.848096,81.076,85.115
32,3_1_0,0_1_0,3.1943,0.846272,81.2089,85.2495
32,0_4_0,0_1_1,3.2184,1.00947,114.156,118.384
32,0_4_0,0_1_1,3.18106,0.947456,113.892,118.021
32,0_4_0,0_1_1,3.17715,0.931904,114.054,118.163
32,0_4_0,0_1_1,3.24502,0.841728,86.3401,90.4269
32,0_4_0,0_1_1,3.28717,0.8192,83.6395,87.7458
32,0_4_0,0_1_1,3.29462,0.8352,83.7389,87.8688
32,0_4_0,0_1_1,3.28278,0.848032,83.6423,87.7731
32,0_4_0,0_1_1,3.28282,0.829664,83.6126,87.7251
32,0_4_0,0_1_1,3.27277,0.804704,83.618,87.6954
32,0_4_0,0_1_1,3.23632,0.864256,90.5612,94.6618
32,0_4_0,1_0_0,3.27661,0.858688,84.9922,89.1275
32,0_4_0,1_0_0,3.29722,0.840224,85.345,89.4824
32,0_4_0,1_0_0,3.27837,0.845632,83.6435,87.7675
32,0_4_0,1_0_0,3.3263,0.832512,83.3669,87.5257
32,0_4_0,1_0_0,3.33094,0.82128,84.0992,88.2515
32,0_4_0,1_0_0,3.31264,0.848384,83.5653,87.7263
32,0_4_0,1_0_0,3.31037,0.831424,83.6266,87.7684
32,0_4_0,1_0_0,3.25597,0.870176,92.0304,96.1565
32,0_4_0,1_0_0,3.27904,0.836896,84.7544,88.8704
32,0_4_0,1_0_0,3.25414,0.81712,85.2373,89.3085
32,0_4_0,-1_0_0,3.28678,0.807104,85.2241,89.318
32,0_4_0,-1_0_0,3.27574,0.853856,83.6507,87.7803
32,0_4_0,-1_0_0,3.31731,0.840064,83.5895,87.7468
32,0_4_0,-1_0_0,3.30522,0.8328,83.8737,88.0117
32,0_4_0,-1_0_0,3.29725,0.82944,83.6902,87.8169
32,0_4_0,-1_0_0,3.30666,0.819104,83.7699,87.8957
32,0_4_0,-1_0_0,3.25536,0.857888,90.6949,94.8082
32,0_4_0,-1_0_0,3.25334,0.849952,84.5799,88.6832
32,0_4_0,-1_0_0,3.29389,0.821248,84.975,89.0901
32,0_4_0,-1_0_0,3.30611,0.820384,83.8173,87.9438
32,0_4_0,0_1_0,3.2816,0.827136,83.8703,87.979
32,0_4_0,0_1_0,3.60042,0.878624,84.4484,88.9275
32,0_4_0,0_1_0,3.29267,0.844384,84.0669,88.204
32,0_4_0,0_1_0,3.28755,0.817152,83.7125,87.8173
32,0_4_0,0_1_0,3.26278,0.851968,90.7631,94.8779
32,0_4_0,0_1_0,3.3,0.848896,84.94,89.0889
32,0_4_0,0_1_0,3.31248,0.825344,83.6066,87.7444
32,0_4_0,0_1_0,3.31059,0.856448,83.7261,87.8932
32,0_4_0,0_1_0,3.3129,0.840544,83.9114,88.0648
32,0_4_0,0_1_0,3.29446,0.811232,83.6752,87.7809
32,2_2_2,0_1_1,3.27805,0.788672,72.6099,76.6766
32,2_2_2,0_1_1,3.34202,0.78736,83.5236,87.653
32,2_2_2,0_1_1,3.24966,0.833536,86.1003,90.1835
32,2_2_2,0_1_1,3.22189,0.809216,83.8084,87.8396
32,2_2_2,0_1_1,3.2185,0.832928,84.9071,88.9585
32,2_2_2,0_1_1,3.20538,0.824928,84.8256,88.8559
32,2_2_2,0_1_1,3.24512,0.831936,82.8846,86.9617
32,2_2_2,0_1_1,3.21968,0.80672,83.4984,87.5248
32,2_2_2,0_1_1,3.2552,0.839552,82.4925,86.5872
32,2_2_2,0_1_1,3.22573,0.805056,82.7054,86.7362
32,2_2_2,1_0_0,3.23846,0.8512,83.4153,87.505
32,2_2_2,1_0_0,3.22365,0.846784,91.7124,95.7829
32,2_2_2,1_0_0,3.24838,0.82768,85.3231,89.3991
32,2_2_2,1_0_0,3.2416,0.823296,85.8714,89.9363
32,2_2_2,1_0_0,3.21654,0.810336,84.7675,88.7943
32,2_2_2,1_0_0,3.22563,0.829824,83.3214,87.3768
32,2_2_2,1_0_0,3.24723,0.849504,82.6394,86.7361
32,2_2_2,1_0_0,3.26032,0.8464,84.1604,88.2671
32,2_2_2,1_0_0,3.22912,0.822912,83.2811,87.3331
32,2_2_2,1_0_0,3.22131,0.795648,83.2292,87.2461
32,2_2_2,-1_0_0,3.22474,0.843488,89.0708,93.1391
32,2_2_2,-1_0_0,3.27571,0.797408,84.4727,88.5458
32,2_2_2,-1_0_0,3.21686,0.798688,84.4464,88.462
32,2_2_2,-1_0_0,3.20282,0.821248,83.7712,87.7953
32,2_2_2,-1_0_0,3.21795,0.838336,84.7121,88.7684
32,2_2_2,-1_0_0,3.19178,0.806592,83.9206,87.9189
32,2_2_2,-1_0_0,3.21795,0.925344,90.9888,95.1321
32,2_2_2,-1_0_0,3.24285,0.819488,84.8288,88.8911
32,2_2_2,-1_0_0,3.24835,0.809632,84.5945,88.6525
32,2_2_2,-1_0_0,3.21811,0.830784,84.2435,88.2924
32,2_2_2,0_1_0,3.22157,0.8192,85.1094,89.1502
32,2_2_2,0_1_0,3.24125,0.83872,84.5881,88.6681
32,2_2_2,0_1_0,3.23539,0.835232,85.8554,89.926
32,2_2_2,0_1_0,3.21549,0.8128,85.3209,89.3492
32,2_2_2,0_1_0,3.20659,0.809984,83.7326,87.7492
32,2_2_2,0_1_0,3.22326,0.846336,85.366,89.4356
32,2_2_2,0_1_0,3.24426,0.819232,84.5572,88.6207
32,2_2_2,0_1_0,3.22272,0.850784,91.2442,95.3177
32,2_2_2,0_1_0,3.22301,0.824544,85.1488,89.1964
32,2_2_2,0_1_0,3.22502,0.839008,84.7764,88.8404
64,0_1_3,0_1_1,11.9178,2.18227,287.702,301.802
64,0_1_3,0_1_1,14.4107,1.82067,159.098,175.33
64,0_1_3,0_1_1,15.5058,1.87187,157.714,175.092
64,0_1_3,0_1_1,14.518,1.82762,157.52,173.866
64,0_1_3,0_1_1,14.4237,1.82941,157.534,173.787
64,0_1_3,0_1_1,14.558,1.83258,157.486,173.877
